Time series;Closing price;MA-15;MACD-26;RSI-14;WR-14;D-3;K-14;Trend;Trading signals
302;235.13;1.0;0.0;1.0;0.36475044563279574;0.46490671776856196;0.0;no;0.5
303;233.89;0.4190260475651812;0.0;0.29500236723920725;0.5839518676966355;1.0;0.0;no;0.13963328631875802
304;231.91;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
305;239.0;0.0;0.0;1.0;0.0;0.0;0.0;no;0.5
306;236.71;0.0;0.0;0.07397583779984665;0.9007933390935478;0.9583222643045964;0.0;no;0.03448275862069078
307;236.65;0.0;0.0;0.0;1.0;1.0;0.0;no;0.0
308;237.52;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
309;237.69;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
310;238.77;0.0;0.0;0.2157989934893276;0.8254735851912703;0.0;0.0;up;0.586854460093898
311;238.4;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
312;240.53;0.0;0.0;0.0;0.0;0.0;0.7315098295103303;up;0.5
313;246.93;0.0;0.0;1.0;0.0;0.6784706502572525;1.0;up;1.0
314;243.47;0.0;0.0;0.07845004896239201;0.4304164267894861;1.0;1.0;up;0.5277777777777785
315;243.41;0.0;0.0;0.0;1.0;1.0;0.5568262959599044;up;0.5
316;244.49;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
317;245.72;0.0;0.0;0.47762417432743115;0.5892204324864035;0.0;0.0;up;0.5510638297872354
318;247.83;0.0;0.0;1.0;0.0;1.0;1.0;up;0.8660436137071678
319;245.48;0.0;0.0;0.0;1.0;0.03464377271497139;0.0;up;0.5
320;248.69;0.0;0.0;0.0;0.5690611431209801;0.0;0.20776232579161202;up;0.5
321;252.46;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
322;254.44;0.0;0.0;0.0;0.0;0.0;0.28461239250862386;up;0.5
323;262.5;0.0;0.0;0.730218872852566;0.17068665929499346;0.38845240156707994;0.8413619761594069;up;0.5938673341677095
324;268.99;0.0;0.0;1.0;0.0;1.0;1.0;up;1.0
325;261.0;0.0;0.0;0.0;1.0;1.0;0.4883295782715235;up;0.5
326;264.43;0.0;0.0;0.0;1.0;1.0;0.0;up;0.5
327;270.23;0.0;0.0;0.816004933861962;0.0;1.0;0.0;up;0.6620000000000005
328;267.8;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
329;275.3;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
330;277.71;0.0;0.0;0.0;0.4155291526991639;0.0;0.0;up;0.5
331;282.59;0.0;0.0;0.3424656085157303;0.0;0.49274567828893706;1.0;up;0.5
332;288.27;0.0;0.0;0.9424202716600766;0.5319684666361192;1.0;1.0;up;0.6310160427807477
333;285.82;0.0;0.0;0.0;1.0;0.3150708270630185;0.0;up;0.5
334;295.17;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
335;304.05;0.0;0.0;0.0;0.2849359849016137;0.0;0.0;up;0.5
336;313.73;0.0;0.0;0.8384859390816074;0.07007607167794495;0.47118249219317687;0.8766217695509454;up;0.5980235042735048
337;328.78;0.0;0.0;1.0;0.0;1.0;1.0;up;0.9947145877378424
338;310.06;0.0;0.0;0.0;1.0;0.4223340115483542;0.0;up;0.5
339;328.98;0.0;0.0;0.0;0.1263976938869373;0.0;0.0;up;0.5
340;361.98;0.0;0.0;0.0;0.0;0.2026975912922703;1.0;up;0.5
341;398.21;0.0;0.0;0.9495739500861923;0.0;1.0;1.0;up;0.8555502846299802
342;404.3;0.0;0.0;1.0;0.0;1.0;1.0;up;1.0
343;383.22;0.0;0.38535745492054047;1.0;0.0;1.0;1.0;up;0.9090909090909103
344;371.79;0.0;0.46940745379758797;0.5759505306568127;0.962611799707379;1.0;1.0;up;0.5
345;385.76;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
346;371.87;0.0;1.0;0.888499187930206;0.0816721012418916;0.9846647243606393;1.0;up;0.9050722920123253
347;379.88;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
348;337.69;0.0;1.0;1.0;0.0;1.0;1.0;no;0.5
349;303.0;0.0;1.0;0.0;1.0;0.29499586477509504;1.0;no;0.0
350;334.94;0.0;1.0;1.0;0.0;0.0;1.0;no;0.5
351;333.51;0.0;1.0;1.0;0.0;0.11467972023151927;1.0;no;0.5
352;331.61;0.0;1.0;1.0;0.0;1.0;1.0;no;0.5
353;317.0;0.927656367746838;1.0;0.0;1.0;0.9949945592079594;0.08002120449839516;no;0.0
354;330.9;1.0;1.0;0.0;1.0;0.0;0.0;no;0.0
355;335.44;1.0;1.0;0.880124263141167;1.0;0.1133621029601439;0.0;no;0.43311312964492144
356;337.06;1.0;1.0;1.0;1.0;1.0;0.0;no;0.5
357;324.95;1.0;1.0;0.8942300858640495;0.46066917234273114;1.0;0.0;no;0.4942693409742091
358;321.5;1.0;1.0;0.0;1.0;0.0;0.0;down;0.0
359;324.99;1.0;1.0;1.0;0.5833733841626465;0.0;0.0;down;0.5
360;323.11;1.0;1.0;1.0;1.0;0.39701169808199394;0.0;down;0.5
361;323.01;1.0;1.0;0.4289228934139284;1.0;0.8265888367190077;0.0;down;0.2322874493927114
362;318.42;0.17587563214081275;0.023154715402064412;0.0;1.0;0.0;0.0;down;0.0
363;328.3;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
364;356.39;0.0;0.0;0.37279762976197556;1.0;0.0;0.0;no;0.0
365;359.87;0.0;0.0;0.3676379103267626;0.692451083499694;0.0;0.0;no;0.11877133105802082
366;356.39;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
367;371.04;0.0;0.0;0.7325615675886811;0.0;0.0;0.0;up;0.7691284098469733
368;377.98;0.0;0.0;1.0;0.0;1.0;1.0;up;1.0
369;362.95;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
370;359.97;0.0;1.0;0.0;1.0;1.0;1.0;up;0.5
371;361.32;0.0;0.09463497964889456;0.0;0.9497757580425268;0.5917822572049425;0.22318256844922302;up;0.5
372;362.3;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
373;384.67;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
374;394.6;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
375;395.1;0.0;0.0;0.0;0.6231245508253125;0.0;0.0;up;0.5
376;409.0;0.0;0.0;0.0;0.0;0.0;1.0;up;0.5
377;416.08;0.0;0.0;0.0;0.7652524052888271;0.0;0.36959013774575816;up;0.5
378;416.28;0.0;0.0;0.2032424326576017;0.35895937086442403;0.0;0.6435667351008452;up;0.5
379;451.68;0.0;0.0;1.0;0.0;1.0;1.0;up;1.0
380;435.87;0.0;0.0;0.0255073278308457;0.9893455098934567;1.0;1.0;up;0.505327245053272
381;435.8;0.0;0.0;0.0;1.0;1.0;0.20668389035995283;up;0.5
382;442.37;0.0;0.0;0.11172301889676929;1.0;0.0;0.0;up;0.5
383;463.61;0.0;0.0;1.0;0.0;0.0;0.0;up;1.0
384;455.1;0.0;0.0;0.0;1.0;0.16430114783369199;0.0;up;0.5
385;456.01;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
386;463.0;0.0;1.0;1.0;0.0;0.9980366975175132;0.9149993395631734;up;1.0
387;460.96;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
388;441.48;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
389;437.56;0.0;1.0;0.2885957728934715;0.034157643937102175;1.0;1.0;no;0.09805285118219927
390;436.15;0.0;1.0;0.0;1.0;0.33241911281511993;0.44452454205555253;no;0.0
391;443.34;0.0;1.0;0.0;1.0;0.0;0.0;no;0.0
392;455.71;0.0;1.0;1.0;0.0;0.0;0.8350932851959117;no;0.5
393;455.5;1.0;1.0;1.0;0.0;1.0;1.0;no;0.5
394;417.42;1.0;1.0;0.0;1.0;1.0;1.0;no;0.0
395;423.29;1.0;1.0;0.27885929230706624;0.7226980728051375;1.0;1.0;no;0.13865096359743165
396;420.7;1.0;1.0;0.0;1.0;0.0;0.9684634834944138;no;0.0
397;430.04;1.0;1.0;0.8994552166250877;0.1505681818181739;0.0;1.0;no;0.42471590909091256
398;427.05;1.0;1.0;0.0;1.0;0.0;0.0;down;0.0
399;430.57;1.0;1.0;0.0;1.0;0.0;0.0;down;0.0
400;434.98;1.0;1.0;1.0;0.3393427655687022;0.0;0.0;down;0.5
401;433.74;1.0;1.0;1.0;0.4552037232174237;0.0;0.0;down;0.4631410256410228
402;430.85;1.0;1.0;0.0;1.0;0.0;0.0;down;0.0
403;433.97;1.0;1.0;1.0;0.0;0.4891778119060147;0.0;down;0.5
404;431.89;0.29826989619376726;0.3230897703628401;0.002675520700932334;0.9981581899896975;0.4289671505006504;0.0;down;0.0009633911368017588
405;431.84;0.0;0.0;0.0;1.0;0.0;0.0;down;0.0
406;457.79;1.0;0.0;1.0;0.0;0.7056262951524133;0.0;no;0.5
407;451.32;0.1863041289022908;0.0;1.0;0.0;1.0;0.37054836621143844;no;0.5
408;449.95;0.0;1.0;1.0;0.0;1.0;1.0;no;0.5
409;447.21;0.0;0.9834765332584693;0.5521552388233014;0.36427717212650146;1.0;1.0;no;0.17279411764705668
410;448.99;0.0;1.0;1.0;0.0;1.0;1.0;no;0.5
411;446.27;0.0;1.0;1.0;0.0;1.0;1.0;no;0.5
412;432.53;0.96240471240469;1.0;1.0;0.0;1.0;1.0;no;0.5
413;429.22;1.0;1.0;1.0;0.78983134202995;1.0;1.0;no;0.5
414;372.85;1.0;1.0;0.0;1.0;1.0;0.0;no;0.0
415;386.43;1.0;1.0;0.8347315652435544;0.0;0.4292875848138233;1.0;no;0.5
416;382.85;1.0;1.0;0.23850591428910559;0.41992187499999445;0.0;0.8369263598403555;no;0.2900390625000024
417;385.0;1.0;1.0;0.10282592771997022;0.8351046698872785;0.0;0.16509583239216424;down;0.08244766505636075
418;379.88;1.0;0.0;0.0;1.0;0.0;0.0;down;0.0
419;410.93;1.0;0.3435395491132113;1.0;0.0;0.0;0.0;down;0.5
420;410.03;1.0;1.0;1.0;0.0;1.0;1.0;down;0.5
421;381.78;1.0;0.6438634032310924;0.0;1.0;1.0;0.12110476935295388;down;0.0
422;386.92;1.0;0.0;0.0;1.0;0.0;0.0;down;0.0
423;402.5;1.0;0.0;1.0;0.0;0.8247839280054086;0.0;down;0.5
424;392.58;1.0;0.026037475976541286;0.32697726112359526;1.0;1.0;0.0;down;0.22119815668202422
425;390.66;1.0;0.4371180604300343;0.6394941797984207;0.4374319864493688;1.0;0.11029807227054635;down;0.36300505050505105
426;395.0;1.0;1.0;1.0;0.0;1.0;1.0;down;0.5
427;379.16;1.0;1.0;0.860443296135933;0.22133165734048338;1.0;1.0;down;0.45070422535211707
428;379.44;0.7717589774802389;1.0;1.0;0.0;1.0;1.0;down;0.5
429;376.6;1.0;1.0;1.0;0.0;1.0;1.0;no;0.5
430;370.0;1.0;1.0;0.0;1.0;1.0;1.0;no;0.0
431;371.5;1.0;0.9976322773779703;0.5284365761698433;0.30982585569250987;0.4815365200018695;1.0;no;0.34837545126353786
432;373.18;1.0;0.17670301597235363;0.17375017068286752;0.8165693410862707;0.3394065769430759;0.3228476873277648;no;0.12388193202146729
433;367.64;1.0;0.0;0.0;1.0;0.0;0.0;down;0.0
434;390.0;1.0;0.0;1.0;0.0;0.0;0.0;no;0.5
435;385.88;1.0;0.0;1.0;0.0;0.9447846864206344;1.0;no;0.5
436;374.27;1.0;0.0;0.6532123427605957;0.6322596593574622;1.0;1.0;no;0.36674528301886694
437;375.4;1.0;0.11276926613422064;1.0;0.0;1.0;1.0;no;0.5
438;371.16;1.0;0.0;0.0;1.0;1.0;0.01520375020592381;no;0.0
439;373.16;1.0;0.0;0.0;1.0;0.0;0.0;no;0.0
440;379.86;1.0;0.0;0.314132705524217;0.9988481066014562;0.0;0.0;no;0.19120654396728115
441;377.99;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
442;382.88;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
443;389.51;0.0;0.0;0.0;0.36467296551986234;0.0;0.0;no;0.0
444;403.95;0.0;0.0;0.869511378647255;0.0;0.0;0.0;no;0.3313253012048173
445;399.0;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
446;406.47;0.0;0.0;0.0;0.0;0.0;0.0;up;0.5
447;415.52;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
448;420.31;0.0;0.0;0.10014449105813027;0.6360323894212467;0.0;0.0;up;0.52479732951836
449;419.27;0.0;0.0;0.0;0.6342872769623418;0.0;0.0;up;0.5
450;440.24;0.0;0.0;1.0;0.0;1.0;1.0;up;1.0
451;437.7;0.0;0.0;0.9923825054708753;0.014192013581170719;1.0;1.0;up;0.9924665178571418
452;437.97;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
453;420.05;0.0;1.0;0.0;1.0;1.0;1.0;up;0.5
454;422.61;0.0;1.0;0.0;0.8909359938983097;1.0;1.0;up;0.5
455;423.51;0.0;0.0;0.0;1.0;0.0;1.0;up;0.5
456;427.8;0.0;0.0;0.0;1.0;0.0;1.0;up;0.5
457;431.06;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
458;432.16;0.0;0.0;0.24560094331947507;0.6197725373695454;0.0;0.0;up;0.5
459;436.62;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
460;433.31;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
461;425.18;0.5406189555126888;1.0;1.0;0.0;1.0;1.0;no;0.5
462;420.27;1.0;1.0;1.0;0.0;1.0;1.0;no;0.5
463;409.97;1.0;1.0;1.0;1.0;1.0;1.0;no;0.5
464;398.5;1.0;1.0;0.0;1.0;0.11002096769786247;0.0;no;0.0
465;404.78;1.0;1.0;0.0;1.0;0.0;0.0;no;0.0
466;414.76;1.0;1.0;1.0;0.0;0.0;0.0;down;0.5
467;412.13;1.0;1.0;0.0;1.0;0.0;0.0;down;0.0
468;412.66;1.0;0.21322956890120273;0.0;1.0;0.0;0.0;down;0.0
469;416.5;1.0;0.8259286088912945;0.8020901449564739;0.20969855832241446;0.04550722375456963;0.0;down;0.39515072083879266
470;418.1;1.0;1.0;1.0;0.0;1.0;1.0;down;0.5
471;410.47;1.0;1.0;0.0;1.0;1.0;0.0673163843189694;down;0.0
472;412.64;1.0;1.0;0.0;1.0;1.0;0.0;down;0.0
473;413.85;1.0;0.0;0.0;1.0;0.0;0.0;down;0.0
474;415.89;1.0;0.0;0.0;1.0;0.0;0.0;no;0.0
475;416.49;1.0;0.6630556966555327;0.8082172007327004;0.2744754011818629;0.0;0.0;no;0.4027237354085606
476;418.49;1.0;1.0;1.0;0.0;1.0;1.0;no;0.5
477;408.21;0.08021806853589919;1.0;0.0;0.0;1.0;1.0;no;0.0
478;408.94;0.0;1.0;0.0;0.0;1.0;1.0;no;0.0
479;411.34;0.0;0.5571828549721142;0.06662819403267387;0.8931522397094491;0.0;1.0;no;0.0357142857142824
480;410.99;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
481;415.89;0.0;0.0;0.09849788082826944;1.0;0.0;0.0;no;0.0
482;417.22;0.0;0.0;1.0;0.0;0.0;0.0;no;0.5
483;415.96;1.0;0.0;0.0;1.0;0.6699807095411341;0.0;no;0.0
484;416.25;0.09616775126542253;0.0;0.0;1.0;0.0;0.0;no;0.0
485;416.77;0.0;0.0;0.0;0.0;0.08249475263775942;0.0;no;0.0
486;424.3;0.0;0.0;1.0;0.0;1.0;1.0;no;0.5
487;422.05;0.4464285714289412;1.0;1.0;0.0;1.0;1.0;no;0.5
488;415.4;1.0;1.0;0.8869288922519157;0.045454545454552;1.0;1.0;no;0.47727272727272463
489;413.09;1.0;1.0;0.0;1.0;1.0;1.0;no;0.0
490;415.51;0.2832422586521124;0.6359792955070609;0.034612828183407426;0.8179202911725572;0.0;1.0;no;0.017060367454067634
491;415.38;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
492;419.19;0.0;0.0;1.0;0.0;0.0;0.0;no;0.5
493;419.0;0.0;0.0;0.10494101517110406;0.8351390991394224;0.0;0.046579178940827796;no;0.0443037974683568
494;418.65;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
495;422.6;0.0;0.0;1.0;0.0;0.0;0.0;up;1.0
496;421.63;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
497;419.84;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
498;418.13;0.0;1.0;0.0;1.0;1.0;0.3013835530884664;no;0.0
499;418.37;0.0;0.0;0.0;1.0;0.23413798409928258;0.0;no;0.0
500;420.77;0.5751295336790369;0.0;0.0;1.0;0.0;0.0;no;0.0
501;422.08;0.0;0.0;0.0;0.5047063230789772;0.0;0.0;no;0.0
502;425.91;0.0;0.0;1.0;0.0;0.0;0.3243906253796887;no;0.5
503;423.26;0.0;0.0;0.0;1.0;0.09905384029104261;0.0;no;0.0
504;424.51;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
505;429.25;0.0;0.0;0.7900243090776906;0.0;0.343370866171798;0.7884548360929734;up;0.8180661577608137
506;430.68;0.0;0.0;1.0;0.0;1.0;1.0;up;1.0
507;426.75;0.0;0.0;0.0;1.0;1.0;0.3450490315083111;up;0.5
508;428.07;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
509;435.25;0.0;0.0;0.0;0.6106993116459906;0.0;0.0;up;0.5
510;441.25;0.0;0.0;0.0;0.7302978515624987;0.0;0.0;up;0.5
511;451.0;0.0;0.0;1.0;0.03393600136707444;0.0;0.14405360034737139;up;0.9558404558404554
512;447.8;0.0;0.0;0.0;0.4606355043617465;0.0;0.4161376618403424;up;0.5
513;451.31;0.0;0.0;0.0;0.0;1.0;1.0;up;0.5
514;459.4;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
515;465.99;0.0;0.0;0.9694822212675124;0.09785783836416692;0.7712091534104092;0.8250985496900551;up;0.9510710808179166
516;468.0;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
517;447.46;0.0;1.0;0.0;1.0;1.0;1.0;up;0.5
518;450.0;0.0;1.0;0.5971403366050178;0.529256386807128;1.0;1.0;up;0.7044609665427518
519;454.77;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
520;446.7;0.0;1.0;0.522631780009899;0.4805912530667301;1.0;1.0;no;0.20101781170483368
521;451.4;0.0;1.0;1.0;0.0;1.0;1.0;no;0.48161764705882276
522;443.54;0.0;1.0;0.0;0.5994975654700323;0.0;1.0;no;0.0
523;451.7;0.0;1.0;1.0;0.0;0.0;1.0;no;0.5
524;446.3;0.0;0.9389683534179047;0.0;1.0;0.0;0.24353450927255424;no;0.0
525;448.82;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
526;459.73;0.0;0.0;1.0;0.0;0.0;0.0;no;0.5
527;458.15;0.0;0.0;0.12835474281253098;0.9369522576478383;0.0;0.0;no;0.04450261780104393
528;457.81;0.8613184079602089;0.6858845090315943;0.7638612679710383;0.33650576535979737;0.8702763191236892;0.23936581838928392;no;0.3370307167235494
529;461.63;1.0;1.0;1.0;0.0;1.0;1.0;no;0.5
530;449.91;1.0;1.0;0.0;1.0;1.0;0.24871158484572067;no;0.0
531;452.01;0.0;1.0;0.0;1.0;1.0;0.0;no;0.0
532;454.92;0.0;1.0;0.0;1.0;0.0;0.0;no;0.0
533;456.04;0.0;1.0;0.38215632489096907;0.6857142857142771;0.0;0.0;no;0.1571428571428614
534;455.38;0.0;1.0;0.18259084689246913;0.7603497961935046;0.0;0.0;no;0.0
535;457.48;0.0;1.0;1.0;0.0;0.03412357873017562;1.0;up;1.0
536;455.56;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
537;453.01;0.7344753747325913;1.0;1.0;0.0;1.0;1.0;no;0.5
538;452.94;1.0;1.0;1.0;0.0;1.0;1.0;no;0.5
539;441.63;1.0;1.0;0.0;1.0;1.0;1.0;no;0.0
540;441.97;1.0;1.0;0.7687426292266242;0.1762653559645637;1.0;1.0;no;0.4128256513026096
541;442.84;1.0;1.0;0.830880527029528;0.0;0.5700556400238848;1.0;no;0.5
542;437.85;1.0;1.0;0.0;1.0;0.0;0.0;down;0.0
543;442.29;1.0;0.34582842539243197;0.0;1.0;0.0;0.0;down;0.0
544;445.31;1.0;0.0;0.0;1.0;0.0;0.0;down;0.0
545;448.02;0.0;0.0;0.0;1.0;0.0;0.0;down;0.0
546;452.38;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
547;472.68;0.0;0.0;0.0;0.2754052054924861;0.0;0.0;no;0.0
548;521.5;0.0;0.0;1.0;0.0;0.0;0.0;no;0.29087452471482855
549;513.85;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
550;527.0;0.0;0.0;0.0;0.6376905845798041;0.14644699824136717;0.0;up;0.5
551;532.06;0.0;0.0;0.0;1.0;1.0;0.0;up;0.5
552;538.65;0.0;0.0;0.0;1.0;1.0;0.0;up;0.5
553;538.98;0.0;0.0;0.0;0.4676220608724085;0.7235436661593494;0.0;up;0.5
554;567.94;0.0;0.0;0.0;0.0;1.0;0.0;up;0.5
555;573.87;0.0;0.0;0.07015063205105182;0.9743752074405699;1.0;0.0;up;0.5056526207605351
556;573.76;0.0;0.0;0.7703850077603467;0.7618396954193849;0.8624068898520727;0.0;up;0.5
557;583.49;0.0;0.0;1.0;0.0;1.0;1.0;up;1.0
558;576.75;0.0;0.0;0.7967636206098767;0.8245865460521024;1.0;0.5485397471588837;up;0.5255847953216389
559;583.24;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
560;576.4;0.0;1.0;0.0;0.9633130936070798;1.0;0.3358180961593666;up;0.5
561;577.91;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
562;592.13;0.0;0.0;0.0;0.0;0.0;1.0;up;0.5
563;667.94;0.0;0.0;0.745818741544631;0.0;0.0;1.0;up;0.5
564;702.05;0.0;0.0;1.0;0.0;0.17478978205853313;1.0;up;1.0
565;685.69;0.0;0.0;0.0;1.0;0.720015993128381;0.3394771980327196;up;0.5
566;693.01;0.0;0.0;0.3032613509711158;1.0;0.0;0.0;up;0.5
567;765.6;0.0;0.0;1.0;0.0;0.0;1.0;up;1.0
568;746.99;0.0;0.0;0.0;1.0;0.0;0.0;up;0.5
569;755.02;0.0;0.0;0.9535757406431004;0.21635367762128263;0.9449177583243025;0.6967410998890449;up;0.8918231611893587
570;760.55;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
571;734.99;0.0;1.0;1.0;0.0;1.0;1.0;up;1.0
572;668.42;0.0;1.0;1.0;0.0;1.0;1.0;no;0.5
573;594.1;0.0;1.0;0.0;1.0;1.0;1.0;no;0.0
574;624.69;0.0;1.0;0.0;1.0;0.0;0.0;no;0.0
575;656.71;0.0;1.0;0.8390812207311399;0.18856482818365475;0.0;0.6422235398490304;no;0.4057175859081725
576;663.24;0.0;1.0;1.0;0.0;1.0;1.0;no;0.5
577;628.61;1.0;1.0;0.0;1.0;0.287574684134229;0.5638869593623907;no;0.0
578;648.2;1.0;1.0;1.0;0.0;0.16006061722104264;1.0;no;0.5
579;645.39;1.0;1.0;0.36625522232583985;0.6618327676642994;0.4010749418989964;0.5142312512628532;no;0.16908361616784956
580;634.43;1.0;0.6720062302592845;0.0;1.0;0.0;0.0;no;0.0
581;666.84;1.0;0.0;0.0;1.0;0.0;0.0;down;0.0
582;677.0;1.0;0.0;0.4993081448955155;0.8847330754712511;0.0;0.0;no;0.16770996348461142
583;702.48;1.0;1.0;1.0;0.08074906460636189;1.0;0.1187228831807795;no;0.5
584;664.14;1.0;1.0;0.020427639197435076;1.0;1.0;0.0;no;0.0
585;678.72;1.0;1.0;1.0;1.0;1.0;0.0;no;0.5
586;666.58;0.0;1.0;0.8118557949819759;0.09480712593734457;0.6246892352094391;0.6496725740744241;no;0.39650643551352793
587;674.46;0.0;1.0;1.0;0.0;1.0;1.0;no;0.5
588;636.39;0.0;1.0;0.0;1.0;0.0;0.9555057516222941;no;0.0
589;664.0;1.0;1.0;1.0;0.0;0.0;1.0;no;0.5
590;652.54;0.8872939925572886;1.0;1.0;0.0;1.0;1.0;no;0.5
591;646.55;0.0;1.0;0.0;1.0;0.3819851796070441;0.4269798046634029;no;0.0
592;647.42;0.0;0.0;0.0;1.0;0.0;0.0;no;0.0
593;671.7;0.0;1.0;1.0;0.0;0.7887595407240614;0.0;no;0.5
594;661.5;0.0;1.0;0.22118481772030021;0.7825112107623233;1.0;0.0;no;0.10874439461883625
595;660.53;1.0;1.0;0.0;1.0;0.0;0.0;no;0.0
596;664.99;1.0;0.39965494067412394;0.20197966097962722;0.9156668032415376;0.0;0.0;no;0.09211337030191022
597;662.0;1.0;0.0;0.0;1.0;0.0;0.0;no;0.0
598;678.23;0.0;0.0;1.0;0.0;0.046579780393331625;0.0;no;0.5
599;673.46;1.0;0.6680849076100819;0.9524187437031919;0.058479532163738975;1.0;0.0;no;0.47076023391813043
